"""Robyn Ryswell""","""罗宾·莱斯威尔""","""""","""""",""""""
"""Foghouse""","""雾宅""","""""","""""",""""""
"""Ormund Baratheon""","""蒙德·拜拉席恩""","""""","""""",""""""
"""Willing Maiden""","""奴隶贩子之嚎号""","""""","""""",""""""
"""Haystack Hall""","""干草厅""","""""","""""",""""""
"""Duran""","""杜兰""","""""","""""",""""""
"""Harridan Hill""","""赫利丹岭""","""""","""""",""""""
"""corsairs""","""海盗""","""""","""""",""""""
"""Balerion (cat)""","""贝勒里恩(猫)""","""""","""""",""""""
"""Honeywine""","""蜜酒河""","""""","""""",""""""
"""Ogo""","""奥戈""","""""","""""",""""""
"""Usurper""","""篡夺者""","""""","""""",""""""
"""Dance of the Dragons (disambiguation)""","""血龙狂舞(消歧义)""","""""","""""",""""""
"""Rhaego""","""雷戈""","""""","""""",""""""
"""Helya""","""海莉亚""","""""","""""",""""""
"""Cat""","""猫号""","""""","""""",""""""
"""Denestan""","""德内斯坦""","""""","""""",""""""
"""Battle of Torrhen's Square""","""托伦方城之战""","""""","""""",""""""
"""Mad Prendos""","""疯狂普兰多号""","""""","""""",""""""
"""Hightower""","""参天塔""","""""","""""",""""""
"""House Farwynd""","""法温家族""","""""","""""",""""""
"""Old Mother's Son""","""老母之子号""","""""","""""",""""""
"""Damon Morrigen""","""达蒙·莫里根""","""""","""""",""""""
"""Myles""","""米斯""","""""","""""",""""""
"""Smallfolk""","""平民""","""""","""""",""""""
"""Daemon II Blackfyre""","""戴蒙·黑火二世""","""""","""""",""""""
"""Camel""","""骆驼""","""""","""""",""""""
"""Isle of Birds""","""鸟儿岛""","""""","""""",""""""
"""Daella Targaryen (daughter of Jaehaerys I)""","""丹妮菈·坦格利安(杰赫里斯一世之女)""","""""","""""",""""""
"""Merrell Florent""","""梅瑞尔·佛罗伦""","""""","""""",""""""
"""A Feast for Crows""","""群鸦的盛宴""","""""","""""",""""""
"""Manticore""","""蝎尾兽""","""""","""""",""""""
"""Cuger""","""库甘""","""""","""""",""""""
"""Loptail""","""断尾""","""""","""""",""""""
"""Eon Hunter""","""伊恩·杭特""","""""","""""",""""""
"""Hesh""","""赫西""","""""","""""",""""""
"""Jon Wylde""","""琼恩·威尔德""","""""","""""",""""""
"""Elyria""","""埃利亚""","""""","""""",""""""
"""Gilwood Hunter""","""杰伍德·杭特""","""""","""""",""""""
"""Mark Ryswell""","""马克·莱斯威尔""","""""","""""",""""""
"""House Allyrion""","""艾利昂家族""","""""","""""",""""""
"""Elmar Frey""","""艾尔玛·佛雷""","""""","""""",""""""
"""Xhondo""","""崇""","""""","""""",""""""
"""Castle Black""","""黑城堡""","""""","""""",""""""
"""Oldtown""","""旧镇""","""""","""""",""""""
"""Greensight""","""绿之视野""","""""","""""",""""""
"""Artys Arryn""","""阿提斯·艾林""","""""","""""",""""""
"""Rushing Falls""","""急流瀑""","""""","""""",""""""
"""Whitetree""","""白树村""","""""","""""",""""""
"""Dragonpit""","""龙穴""","""""","""""",""""""
"""Westwatch-by-the-Bridge""","""西桥望""","""""","""""",""""""
"""Battle of the Trident""","""三叉戟河之役""","""""","""""",""""""
"""Ramsford""","""公羊渡""","""""","""""",""""""
"""Aemon Blackfyre""","""伊蒙·黑火""","""""","""""",""""""
"""Davos Baratheon""","""戴佛斯·拜拉席恩""","""""","""""",""""""
"""Allar Deem""","""亚拉尔·狄姆""","""""","""""",""""""
"""Dreamwine""","""安眠酒""","""""","""""",""""""
"""Torches""","""烽火台""","""""","""""",""""""
"""Garth (Greenaway)""","""加尔斯(格林纳威)""","""""","""""",""""""
"""House Goodbrother of Orkmont""","""奥克蒙岛的古柏勒家族""","""""","""""",""""""
"""Quence""","""昆斯""","""""","""""",""""""
"""Goghor""","""格鲁尔""","""""","""""",""""""
"""Meryn III Gardener""","""马林·园丁三世""","""""","""""",""""""
"""Guyne""","""古伊雷""","""""","""""",""""""
"""Mormont's Torch""","""莫尔蒙的火炬""","""""","""""",""""""
"""Torren Liddle""","""托伦·里德尔""","""""","""""",""""""
"""Richard Morrigen""","""里查德·莫里根""","""""","""""",""""""
"""Redwyne Straits""","""雷德温海峡""","""""","""""",""""""
"""Mellario of Norvos""","""诺佛斯的梅拉莉欧""","""""","""""",""""""
"""Danelle Lothston""","""丹奈尔·罗斯坦""","""""","""""",""""""
"""House Hornwood""","""霍伍德家族""","""""","""""",""""""
"""House Dustin""","""达斯丁家族""","""""","""""",""""""
"""Warhammer""","""战锤号""","""""","""""",""""""
"""Astronomy""","""天文""","""""","""""",""""""
"""Imry Florent""","""伊姆瑞·佛罗伦""","""""","""""",""""""
"""Ocean Road""","""滨海大道""","""""","""""",""""""
"""Kedry""","""凯德里""","""""","""""",""""""
"""House Gargalen""","""戈根勒斯家族""","""""","""""",""""""
"""Sack of Torrhen's Square""","""托伦方城突袭战""","""""","""""",""""""
"""Swordfish""","""剑鱼号""","""""","""""",""""""
"""Horseshoe Rock""","""马蹄岩""","""""","""""",""""""
"""ships""","""船只""","""""","""""",""""""
"""Alesander Frey""","""亚历山大·佛雷""","""""","""""",""""""
"""Hareth (Mole's Town)""","""哈里士""","""""","""""",""""""
"""Morra""","""莫拉""","""""","""""",""""""
"""Lorren""","""罗伦""","""""","""""",""""""
"""Fury""","""怒火号""","""""","""""",""""""
"""Erreck""","""艾瑞克""","""""","""""",""""""
"""Jacelyn Bywater""","""杰斯林·拜瓦特""","""""","""""",""""""
"""Arbor Queen""","""青亭女王号""","""""","""""",""""""
"""Crone's Lantern (constellation)""","""老妪之灯座""","""""","""""",""""""
"""Gormon Massey""","""葛曼·马赛""","""""","""""",""""""
"","",""
"Ethan Forrester","伊森·森林","","",""
"Prickly Ben","刺辣木","","",""
"Renly Baratheon","蓝礼·拜拉席恩","","",""
"Paxter Redwyne","派克斯特·雷德温","","",""
"The Great Ranging","游骑兵远征","","",""
"House Lothston","罗斯坦家族","","",""
"Walda Frey (daughter of Lothar)","瓦妲·佛雷(罗索之女)","","",""
"Izembaro","伊兹巴洛","","",""
"House Blackmont","布莱蒙家族","","",""
"Denys Arryn","丹尼斯·艾林","","",""
"Roger Reyne","罗杰·雷耶斯","","",""
"Mazdhan zo Loraq","马兹达罕·佐·洛拉克","","",""
"Gerold Grafton","杰洛·格拉夫森","","",""
"Ormond Yronwood","奥蒙德·伊伦伍德","","",""
"Rain","雨水","","",""
"Sentinel","哨兵树","","",""
"Moonsingers","月咏者","","",""
"Ryam Florent","莱安·佛罗伦","","",""
"Jeren","杰伦","","",""
"Caspor Hill","卡斯波·希山","","",""
"Storm Crow","暴鸦号","","",""
"Cape of Eagles","雄鹰角","","",""
"Cayn","凯恩","","",""
"House Qorgyle","科格尔家族","","",""
"Lion","狮子","","",""
"House Targaryen","坦格利安家族","","",""
"Zharaq zo Loraq","扎那克·佐·洛拉克","","",""
"Munda","蒙妲","","",""
"Little Willow","小柳江","","",""
"Tom Tidewood","汤姆·泰德伍德","","",""
"House Marbrand","马尔布兰家族","","",""
"Crawn","克劳恩","","",""
"Brandon Stark (son of Willam)","布兰登·史塔克(威廉之子)","","",""
"The Red","红色骏马","","",""
"Maynard Plumm","梅纳德·普棱","","",""
"The Long Night","长夜","","",""
"Castle Cerwyn","赛文城","","",""
"warg","易形者","","",""
"Mathis Frey","马图斯·佛雷","","",""
"Theomar Smallwood","托马·斯莫伍德","","",""
"Walys Mooton","维里斯·慕顿","","",""
"Meleys","梅丽亚斯","","",""
"Ryam","莱安","","",""
"Valyrian roads","瓦雷利亚大道","","",""
"Lordling","领主(消歧义)","","",""
"Alys Karstark (wife of Brandon)","亚丽·卡史塔克(布兰登之妻)","","",""
"House Ruthermont","卢瑟蒙特家族","","",""
"Hills of Norvos","诺佛斯丘陵","","",""
"Brienne of Tarth","塔斯的布蕾妮","","",""
"Jason Lannister","杰森·兰尼斯特","","",""
"Lord Rowan","罗宛伯爵(伊里斯一世)","","",""
"Slavery","奴隶制度","","",""
"Strongsong","洪歌城","","",""
"Battle by the Lakeshore","湖畔之战","","",""
"Aethelmure","伊萨穆尔","","",""
"Sam Stoops","驼背山姆","","",""
"Shortear","短耳","","",""
"Benedict Blackmont","本德特·布莱蒙","","",""
"Syrio Forel","西利欧·佛瑞尔","","",""
"Gelmarr","葛马","","",""
"Sleepy Jack","杰克·穆斯古德","","",""
"Rennifer Longwaters","雷纳佛·伟维水","","",""
"Goady","刺棒","","",""
"Addam Velaryon","亚当·瓦列利安","","",""
"Rickard Wylde","里查·威尔德","","",""
"Beans","扁豆","","",""
"Beth Cassel","贝丝·凯索","","",""
"Seasons of My Love","我的恋爱季节","","",""
"Peter Plumm","皮特·普棱","","",""
"Grimston","格林顿城","","",""
"Devan Seaworth","戴冯·席渥斯","","",""
"House Westerling","维斯特林家族","","",""
"Patrek Mallister","派崔克·梅利斯特","","",""
"House Dondarrion","唐德利恩家族","","",""
"Horton Redfort","霍顿·雷德佛","","",""
"Moonmaid (constellation)","月女座","","",""
"House Goodbrother of Shatterstone","碎石堡的古柏勒家族","","",""
"Craster","卡斯特","","",""
"Blood and Fire","血与火","","",""
"281AC","281AC","","",""
"Red Waste","红色荒原","","",""
"Hendry Bracken","亨德利·布雷肯","","",""
"Ryger Rivers","莱格·河文","","",""
"Faith of the Seven","七神信仰","","",""
"Bayasabhad","巴亚撒布哈德","","",""
"Daario Naharis","达里奥·纳哈里斯","","",""
"Shagwell","夏格维","","",""
"Lord's Sept","领主圣堂","","",""
"Marghaz zo Loraq","玛格哈兹·佐·洛拉克","","",""
"Viserys Targaryen","韦赛里斯·坦格利安","","",""
"Storrold's Point","斯托德之角","","",""
"House Footly","傅德利家族","","",""
"Alyn Marbrand","埃林·马尔布兰","","",""
"Harridan","老妇人号","","",""
"Reapers Wind","掠夺者之风号","","",""
"Ben Bones","骨头本","","",""
"Falyse Stokeworth","法丽丝·史铎克渥斯","","",""
"Queensguard","女王铁卫","","",""
"Myles (squire)","米斯(侍从)","","",""
"House Magnar","马格拿氏族","","",""
"Ninestars","九星城","","",""
"Alyssa Arryn","阿莱莎·艾林","","",""
"Barthogan Stark","巴斯根·史塔克","","",""
"Alysanne Farman","亚莉珊·法曼","","",""
"Dick Straw","稻草迪克","","",""
"Harys Cobb","哈里斯·科伯","","",""
"Robert Ashford","劳勃·岑佛德","","",""
"Fuke","福克","","",""
"Jeyne Poole","珍妮·普尔","","",""
"Red Walder Frey","瓦德·佛雷(红)","","",""
"Lord Renly (ship)","蓝礼公爵号","","",""
"Galazza Galare","格拉茨旦·卡拉勒","","",""
"Robb Stark's personal guard","罗柏·史塔克的贴身护卫","","",""
"cave of the last greenseer","雪熊","","",""
"Royce Coldwater","罗伊斯·寇瓦特","","",""
"Omboru","奥本卢岛","","",""
"Rat Cook","鼠厨师","","",""
"House Oakheart","奥克赫特家族","","",""
"Alan Tarly","阿兰·塔利","","",""
"Harmond Umber","哈慕德·安柏","","",""
"Opener of the Door","门之开启者","","",""
"Tormo Fregar","托尔莫·弗雷加","","",""
"Aegon IV Targaryen","伊耿·坦格利安四世","","",""
"Mawney","毛尼","","",""
"Mern IX Gardener","孟恩·园丁九世","","",""
"Ibben","伊班","","",""
"Eggon","埃耿","","",""
"The Silver","小银马","","",""
"Manfred Swann","曼佛德·史文","","",""
"Roone","鲁尼","","",""
"Wayn (guard)","韦恩","","",""
"Denys Mallister","丹尼斯·梅利斯特","","",""
"Sybelle Locke","希贝娜·洛克","","",""
"Lyonel Bentley","莱昂诺·本特利","","",""
"Her Little Flower","她的小花儿","","",""
"Betha Blackwood","贝丝·布莱伍德","","",""
"Tokar","托卡","","",""
"Dreadfort","恐怖堡","","",""
"Spiceflower","香料花","","",""
"Stone Mill","石磨坊","","",""
"Lance","长枪号","","",""
"Preston Greenfield","普列斯顿·格林菲尔","","",""
"Scar","伤痕","","",""
"Alyn Orkwood","埃林·奥克伍","","",""
"Tyana Wylde","泰娜·威尔德","","",""
"Oldforge","老铁铺","","",""
"Vaes Qosar (Qolahn)","维斯·魁萨（魁拉恩）","","",""
"Perwyn Osgrey","派温·奥斯格雷","","",""
"Lucion Lannister","卢西昂·兰尼斯特","","",""
"Drunken Daughter","醉女儿","","",""
"Ghozai","吉扎","","",""
"Willam Dustin","威廉·达斯丁","","",""
"Steffon Swyft","史蒂芬·史威佛","","",""
"Mycah","米凯","","",""
"Wights","尸鬼","","",""
"Humfrey Waters","亨佛利·维水","","",""
"Citadel","学城","","",""
"Renly Norcross","蓝礼·诺科斯","","",""
"Firemilk","火奶","","",""
"Arya Flint","艾莉亚·菲林特","","",""
"Littlesister","小姐岛","","",""
"Annara Farring","安娜娜·法林","","",""
"Alerie Hightower","艾勒莉·海塔尔","","",""
"Indigo Star","靛星号","","",""
"House Clifton","克莱夫顿家族","","",""
"Hilmar Drumm","希尔玛·卓鼓","","",""
"Great Bastards","高贵私生子","","",""
"Mazemakers","迷宫营造者","","",""
"Yohn Farwynd","约恩·法温","","",""
"Field of Fire","怒火燎原","","",""
"The Maester's Path","学士之路","","",""
"Black Goat of Qohor","黑山羊","","",""
"Cities of the Blooded Men","无血人诸城","","",""
"Alyssa's Tears","阿莱莎之泪","","",""
"Alyn Cockshaw","埃林·库克肖","","",""
"Maiden's Bane","少女克星号","","",""
"Roggon Rustbeard","锈胡子罗衮","","",""
"Willow Heddle","垂柳·海德","","",""
"Ben Beesbury","本·毕斯柏里","","",""
"Osfryd Kettleblack","奥斯佛利·凯特布莱克","","",""
"Kraken's Kiss","海怪之吻号","","",""
"Quaro","魁洛","","",""
"Brynden Tully","布林登·徒利","","",""
"Jeyne Marbrand","简妮·马尔布兰","","",""
"Owen Merryweather","欧文·玛瑞魏斯","","",""
"Branda Stark","布兰妲·史塔克","","",""
"Lord's Mill","领主坊","","",""
"Heraldry","纹章","","",""
"Simon Leygood","西蒙·雷古德","","",""
"House Grell","格瑞尔家族","","",""
"Dennett","德内","","",""
"Gallant Men","侠客团","","",""
"Desmond (Grand Maester)","戴斯蒙(大学士)","","",""
"Osney Kettleblack","奥斯尼·凯特布莱克","","",""
"House Poole","普尔家族","","",""
"Ollidor","奥利多","","",""
"Brandon Stark (Shipwright)","布兰登·史塔克(造船者)","","",""
"Tansy","艾菊(老鸨)","","",""
"House Buckler","布克勒家族","","",""
"The North","北境","","",""
"Borros Baratheon","博洛斯·拜拉席恩","","",""
"Leng","雷岛","","",""
"Cynthea Frey","茜丝·佛雷","","",""
"Gwin Goodbrother","洁温·古柏勒","","",""
"Red wanderer","红色流浪星","","",""
"Jon Penny","“铜板”琼恩","","",""
"Malliard","梅利亚德","","",""
"Chestnut","老栗子","","",""
"Trumpeteer","喇叭手号","","",""
"Thoren Smallwood","索伦·斯莫伍德","","",""
"Beren Tallhart","贝伦·陶哈","","",""
"Leslyn","勒斯林","","",""
"Illifer","伊利佛","","",""
"Arthur Dayne","亚瑟·戴恩","","",""
"Elephants","象","","",""
"Ruby Ford","红宝石滩","","",""
"Urrathon","厄拉松","","",""
"Kraken","海怪","","",""
"Lambert Whitewater","蓝柏特·怀渥特","","",""
"Brave Companions","勇士团","","",""
"House Haigh","海伊家族","","",""
"Brandon Tallhart","布兰登·陶哈","","",""
"Three Towers","三塔堡","","",""
"Wildling prince","野人王子","","",""
"Cotter Pyke","卡特·派克","","",""
"Bluetooth","蓝牙","","",""
"Queen's apartments (Great Pyramid)","女王寝宫(大金字塔)","","",""
"Terrance Lynderly","泰伦斯·林德利","","",""
"Ramsgate","公羊门","","",""
"Gwayne V Gardener","加尔温·园丁五世","","",""
"Moreo Tumitis","莫里欧·图密提斯","","",""
"House Casterly","凯斯德利家族","","",""
"Sarnath","维斯·克沃","","",""
"Robert Blackwood (209)","劳勃·布莱伍德(前传)","","",""
"House Crakehall","克雷赫家族","","",""
"Damon Shett","达蒙·谢特","","",""
"War of the Ninepenny Kings","九铜板王之战","","",""
"Aemon Targaryen","伊蒙·坦格利安(韦赛里斯二世之子)","","",""
"Red Lamb","红羊","","",""
"Jinqi","伊契","","",""
"Bright Banners","亮帜团","","",""
"Trebor Jordayne","特拔·乔戴恩","","",""
"Harren Hoare","赫伦·霍尔","","",""
"Tion Lannister","提恩·兰尼斯特","","",""
"Iron Wing","铁翼号","","",""
"Alla Tyrell","雅兰·提利尔","","",""
"Urswyck","乌斯威克","","",""
"House Mormont","莫尔蒙家族","","",""
"Groleo","格罗莱","","",""
"Castos","卡多斯","","",""
"Alysanne Osgrey","亚莉珊·奥斯格雷","","",""
"Brazen Monkey","癞皮猴号","","",""
"Benjen Stark (Lord)","班扬·史塔克(公爵)","","",""
"House Netley","奈特立家族","","",""
"Redfort","红垒","","",""
"Father of Waters","众水之父","","",""
"Alynne Connington","埃琳妮·克林顿","","",""
"Butterbumps","黄油饼","","",""
"Shadow Lands","阴影之地","","",""
"Ryella Frey","蕾娅娜·佛雷","","",""
"Saathos Saan (ship)","萨索斯·桑恩号","","",""
"Benjen Stark","班扬·史塔克","","",""
"Waldon Wynch","瓦尔顿·温奇","","",""
"New Barrel","新桶城","","",""
"Leobald Tallhart","兰巴德·陶哈","","",""
"Merchant's House","商人之屋","","",""
"Myles Smallwood","米斯·斯莫伍德","","",""
"Jon Connington","琼恩·克林顿","","",""
"Jaehaerys I Targaryen","杰赫里斯·坦格利安一世","","",""
"Harle the Huntsman","猎人哈雷","","",""
"Red Claw","红蟹号","","",""
"Siege of Riverrun","奔流城攻防战","","",""
"Lysa Tully","莱莎·徒利","","",""
"House Errol","埃洛尔家族","","",""
"Weirwood","鱼梁木","","",""
"Poison Kisses","毒吻花","","",""
"Crackclaw Point","蟹爪半岛","","",""
"Crow Spike Keep","鸦刺堡","","",""
"Leafy Lake","叶子湖","","",""
"Crossroads Inn","十字路口客栈","","",""
"Daena Targaryen","戴安娜·坦格利安","","",""
"Night's Watch","守夜人","","",""
"Leyton Hightower","雷顿·海塔尔","","",""
"Moondancer","月舞","","",""
